Distance (Km),Longitude,Latitude,MOLA 128ppd Elevation
6.117,74.317,20.941,-603
6.174,74.318,20.941,-603
6.231,74.319,20.941,-603
6.288,74.32,20.942,-603
6.345,74.32,20.942,-602
6.402,74.321,20.943,-602
6.459,74.322,20.943,-602
6.516,74.323,20.944,-602
6.573,74.324,20.944,-602
6.63,74.325,20.945,-602
6.687,74.326,20.945,-604
6.744,74.327,20.946,-604
6.801,74.328,20.946,-604
6.858,74.328,20.947,-606
6.915,74.329,20.947,-606
6.972,74.33,20.948,-606
7.029,74.331,20.948,-606
7.085,74.332,20.948,-606
7.141,74.333,20.948,-606
7.198,74.334,20.949,-606
7.255,74.335,20.949,-606
7.313,74.336,20.95,-606
7.37,74.337,20.95,-598
7.427,74.338,20.951,-598
7.485,74.338,20.952,-598
7.545,74.338,20.953,-598
7.605,74.338,20.954,-597
7.665,74.338,20.955,-597
7.725,74.338,20.956,-597
7.785,74.338,20.957,-597
7.845,74.339,20.958,-597
7.905,74.339,20.959,-597
7.965,74.339,20.96,-597
8.025,74.339,20.961,-597
8.083,74.34,20.961,-598
8.141,74.34,20.962,-598
8.2,74.341,20.963,-598
8.259,74.341,20.964,-598
8.319,74.342,20.965,-598
8.378,74.341,20.966,-598
8.438,74.341,20.967,-598
8.497,74.341,20.968,-598
8.557,74.34,20.969,-598
8.617,74.34,20.97,-609
8.676,74.34,20.971,-609
8.736,74.339,20.971,-609
8.796,74.339,20.972,-609
8.855,74.339,20.973,-609
8.914,74.338,20.974,-609
8.974,74.338,20.975,-609
9.033,74.337,20.976,-609
9.091,74.337,20.977,-615
9.15,74.336,20.978,-615
9.209,74.335,20.979,-614
9.268,74.335,20.979,-614
9.327,74.334,20.98,-614
9.385,74.333,20.981,-614
9.443,74.333,20.982,-614
9.5,74.332,20.982,-614
9.558,74.331,20.983,-614
9.616,74.33,20.984,-614
9.676,74.33,20.985,-632
9.736,74.33,20.986,-632
9.796,74.33,20.987,-632
9.855,74.33,20.988,-632
9.915,74.33,20.989,-632
9.975,74.33,20.989,-632
10.035,74.33,20.99,-632
10.094,74.33,20.991,-632
10.153,74.329,20.992,-640
10.21,74.328,20.993,-640
10.266,74.327,20.993,-639
10.326,74.327,20.992,-630
10.386,74.327,20.991,-630
10.446,74.327,20.99,-630
10.506,74.326,20.989,-630
10.566,74.326,20.988,-630
10.625,74.326,20.987,-630
10.685,74.326,20.986,-630
10.744,74.325,20.985,-630
10.802,74.324,20.984,-618
10.861,74.324,20.984,-618
10.919,74.323,20.984,-618
10.978,74.323,20.985,-630
11.038,74.323,20.986,-630
11.098,74.322,20.987,-630
11.158,74.322,20.988,-630
11.217,74.322,20.989,-630
11.274,74.321,20.989,-630
11.33,74.32,20.989,-631
11.386,74.319,20.989,-631
11.442,74.318,20.989,-631
11.499,74.317,20.989,-631
11.555,74.316,20.989,-631
11.611,74.315,20.989,-631
11.667,74.314,20.989,-631
11.723,74.313,20.989,-631
11.779,74.312,20.989,-632
11.835,74.311,20.989,-632
11.891,74.31,20.989,-632
11.948,74.309,20.988,-632
12.004,74.308,20.988,-632
12.06,74.307,20.988,-632
12.116,74.306,20.988,-632
12.172,74.305,20.988,-633
12.229,74.304,20.988,-633
12.285,74.303,20.988,-633
12.341,74.302,20.987,-633
12.398,74.301,20.987,-633
12.457,74.3,20.988,-633
12.515,74.3,20.989,-633
12.574,74.299,20.99,-633
12.634,74.299,20.991,-633
12.693,74.298,20.992,-633
12.752,74.298,20.993,-638
12.81,74.297,20.993,-638
12.868,74.296,20.994,-638
12.925,74.295,20.995,-638
12.982,74.294,20.995,-638
13.039,74.294,20.996,-638
13.097,74.293,20.996,-638
13.154,74.292,20.997,-638
13.213,74.291,20.998,-638
13.271,74.291,20.998,-638
13.33,74.29,20.999,-638
13.389,74.289,21,-638
13.447,74.289,21.001,-640
13.506,74.288,21.002,-640
13.564,74.287,21.002,-640
13.622,74.287,21.003,-640
13.678,74.286,21.003,-640
13.734,74.285,21.003,-640
13.79,74.284,21.003,-640
13.846,74.283,21.003,-640
13.902,74.282,21.003,-640
13.958,74.281,21.003,-642
14.015,74.28,21.004,-642
14.071,74.279,21.004,-642
14.127,74.278,21.004,-642
14.184,74.277,21.004,-642
14.24,74.276,21.005,-642
14.297,74.275,21.005,-642
14.353,74.274,21.005,-642
14.41,74.273,21.006,-636
14.467,74.272,21.006,-636
14.524,74.271,21.007,-636
14.582,74.27,21.007,-636
14.639,74.269,21.008,-637
14.699,74.269,21.009,-637
14.758,74.269,21.01,-637
14.817,74.268,21.011,-637
14.877,74.268,21.012,-637
14.937,74.268,21.013,-637
14.997,74.268,21.014,-637
15.057,74.268,21.015,-637
15.114,74.269,21.015,-637
15.171,74.27,21.015,-637
15.227,74.271,21.016,-641
15.284,74.272,21.016,-641
15.34,74.273,21.016,-641
15.397,74.274,21.017,-654
15.453,74.275,21.017,-654
15.509,74.276,21.017,-654
15.565,74.277,21.017,-654
15.621,74.278,21.017,-654
15.677,74.279,21.017,-654
15.733,74.28,21.017,-654
15.789,74.281,21.017,-654
15.846,74.282,21.017,-654
15.902,74.283,21.017,-654
15.958,74.284,21.017,-654
16.014,74.285,21.017,-654
16.07,74.286,21.017,-654
16.126,74.287,21.017,-654
16.182,74.288,21.017,-654
16.238,74.289,21.017,-654
16.294,74.29,21.017,-651
16.35,74.291,21.017,-651
16.406,74.292,21.017,-651
16.462,74.293,21.017,-651
16.519,74.294,21.017,-651
16.575,74.295,21.017,-651
16.631,74.296,21.017,-651
16.687,74.297,21.016,-649
16.744,74.298,21.016,-649
16.8,74.299,21.016,-649
16.856,74.3,21.016,-649
16.913,74.301,21.015,-645
16.969,74.302,21.015,-645
17.025,74.303,21.015,-645
17.081,74.304,21.015,-645
17.138,74.305,21.015,-646
17.194,74.306,21.015,-646
17.25,74.307,21.015,-646
17.306,74.308,21.014,-646
17.362,74.309,21.014,-646
17.418,74.31,21.014,-646
17.474,74.311,21.014,-646
17.53,74.312,21.014,-646
17.586,74.313,21.014,-648
17.642,74.314,21.014,-648
17.698,74.315,21.014,-648
17.755,74.316,21.014,-648
17.811,74.317,21.014,-648
17.867,74.318,21.014,-648
17.923,74.319,21.014,-648
17.979,74.32,21.014,-648
18.035,74.321,21.014,-652
18.091,74.322,21.014,-652
18.147,74.323,21.014,-652
18.203,74.324,21.013,-652
18.26,74.325,21.013,-652
18.316,74.326,21.013,-652
18.372,74.327,21.013,-652
18.428,74.328,21.013,-654
18.484,74.329,21.013,-654
18.54,74.33,21.013,-654
18.596,74.331,21.013,-654
18.652,74.332,21.013,-654
18.708,74.333,21.013,-654
18.764,74.334,21.013,-654
18.821,74.335,21.013,-654
18.877,74.336,21.013,-658
18.933,74.337,21.013,-658
18.989,74.338,21.012,-658
19.045,74.339,21.012,-658
19.101,74.34,21.012,-658
19.157,74.341,21.012,-658
19.213,74.342,21.013,-658
19.27,74.343,21.013,-658
19.326,74.344,21.013,-654
19.382,74.345,21.013,-654
19.438,74.346,21.013,-654
19.494,74.347,21.013,-654
19.55,74.348,21.013,-654
19.606,74.349,21.013,-654
19.662,74.35,21.013,-654
19.718,74.351,21.013,-654
19.774,74.352,21.013,-652
19.831,74.353,21.013,-652
19.887,74.354,21.013,-652
19.943,74.355,21.013,-652
19.999,74.357,21.013,-652
20.055,74.358,21.013,-652
20.111,74.359,21.013,-652
20.167,74.36,21.013,-651
20.223,74.361,21.012,-651
20.279,74.362,21.012,-651
20.336,74.363,21.012,-651
20.393,74.363,21.013,-651
20.45,74.364,21.014,-651
20.509,74.365,21.014,-651
20.569,74.365,21.015,-651
20.63,74.365,21.017,-653
20.69,74.365,21.018,-653
20.75,74.365,21.019,-653
20.81,74.365,21.02,-653
20.87,74.365,21.021,-653
20.93,74.365,21.022,-653
20.989,74.364,21.022,-653
21.046,74.363,21.023,-653
21.102,74.363,21.023,-653
21.159,74.362,21.024,-655
21.215,74.361,21.024,-655
21.272,74.36,21.024,-655
21.328,74.359,21.024,-654
21.384,74.358,21.025,-654
21.441,74.357,21.025,-654
21.497,74.356,21.025,-654
21.553,74.355,21.025,-654
21.609,74.354,21.025,-654
21.666,74.353,21.026,-654
21.722,74.352,21.026,-654
21.779,74.351,21.026,-652
21.836,74.35,21.027,-652
21.893,74.349,21.027,-652
21.95,74.348,21.028,-652
22.007,74.347,21.028,-652
22.065,74.346,21.029,-652
22.123,74.346,21.03,-652
22.181,74.345,21.03,-652
22.239,74.344,21.031,-652
22.296,74.343,21.032,-651
22.353,74.344,21.032,-655
22.409,74.345,21.032,-655
22.465,74.346,21.032,-655
22.521,74.347,21.033,-655
22.578,74.348,21.033,-655
22.634,74.349,21.033,-655
22.69,74.35,21.033,-655
22.747,74.351,21.033,-655
22.804,74.352,21.034,-657
22.862,74.353,21.035,-657
22.92,74.353,21.035,-657
22.978,74.353,21.036,-657
23.035,74.352,21.037,-657
23.092,74.351,21.037,-655
23.149,74.35,21.037,-655
23.205,74.35,21.038,-655
23.262,74.349,21.038,-655
23.319,74.348,21.039,-655
23.376,74.347,21.039,-659
23.433,74.346,21.04,-659
23.491,74.345,21.04,-659
23.548,74.344,21.041,-659
23.607,74.344,21.042,-659
23.667,74.343,21.043,-654
23.726,74.343,21.044,-654
23.786,74.343,21.045,-654
23.845,74.342,21.045,-654
23.905,74.342,21.046,-654
23.964,74.341,21.047,-661
24.024,74.341,21.048,-661
24.084,74.341,21.049,-661
24.143,74.34,21.05,-661
24.203,74.34,21.051,-661
24.262,74.34,21.052,-661
24.322,74.339,21.053,-661
24.379,74.338,21.054,-661
24.436,74.337,21.054,-661
24.493,74.337,21.055,-661
24.55,74.336,21.055,-655
24.607,74.335,21.055,-655
24.664,74.334,21.056,-655
24.72,74.333,21.056,-655
24.777,74.332,21.057,-655
24.833,74.331,21.057,-655
24.89,74.33,21.057,-655
24.947,74.329,21.058,-655
25.003,74.328,21.058,-655
25.06,74.327,21.059,-654
25.117,74.326,21.059,-654
25.174,74.325,21.059,-654
25.23,74.325,21.06,-654
25.287,74.324,21.06,-654
25.344,74.323,21.061,-654
25.401,74.322,21.061,-654
25.459,74.321,21.062,-654
25.519,74.321,21.063,-655
25.579,74.321,21.064,-655
25.639,74.321,21.065,-655
25.699,74.321,21.066,-655
25.758,74.32,21.067,-652
25.817,74.32,21.068,-652
25.876,74.319,21.068,-652
25.933,74.318,21.069,-652
25.99,74.317,21.069,-652
26.047,74.316,21.07,-652
26.103,74.315,21.07,-652
26.16,74.314,21.07,-652
26.217,74.314,21.069,-652
26.277,74.313,21.068,-652
26.337,74.313,21.067,-652
26.397,74.313,21.066,-652
26.457,74.313,21.065,-652
26.516,74.312,21.064,-643
26.575,74.312,21.064,-643
26.634,74.311,21.063,-643
26.692,74.31,21.062,-645
26.751,74.31,21.061,-645
26.809,74.309,21.06,-645
26.866,74.308,21.06,-645
26.923,74.307,21.059,-645
26.98,74.306,21.059,-645
27.036,74.305,21.059,-645
27.092,74.304,21.059,-639
27.151,74.304,21.06,-639
27.211,74.303,21.061,-639
27.27,74.303,21.062,-639
27.33,74.303,21.063,-634
27.39,74.303,21.064,-634
27.45,74.303,21.065,-634
27.51,74.302,21.066,-634
27.57,74.302,21.067,-634
27.63,74.302,21.068,-634
27.689,74.302,21.069,-634
27.746,74.301,21.069,-634
27.803,74.3,21.069,-634
27.859,74.299,21.069,-634
27.916,74.298,21.069,-634
27.972,74.297,21.068,-634
28.029,74.296,21.068,-626
28.086,74.295,21.067,-626
28.143,74.294,21.067,-626
28.2,74.293,21.066,-626
28.259,74.293,21.066,-626
28.319,74.294,21.065,-626
28.378,74.294,21.064,-626
28.436,74.295,21.063,-626
28.493,74.296,21.062,-633
28.551,74.296,21.062,-633
28.608,74.297,21.061,-639
28.665,74.298,21.061,-639
28.722,74.299,21.06,-639
28.779,74.3,21.06,-639
28.835,74.301,21.06,-639
28.892,74.302,21.059,-639
28.948,74.303,21.059,-639
29.004,74.304,21.059,-639
29.061,74.305,21.058,-645
29.117,74.306,21.059,-645
29.173,74.307,21.059,-645
29.229,74.308,21.059,-645
29.286,74.309,21.059,-645
29.342,74.31,21.059,-645
29.398,74.311,21.06,-645
29.454,74.312,21.06,-645
29.51,74.313,21.06,-651
29.566,74.314,21.06,-651
29.623,74.315,21.06,-651
29.679,74.316,21.06,-651
29.735,74.317,21.06,-651
29.791,74.318,21.06,-651
29.847,74.319,21.06,-651
29.904,74.32,21.06,-651
29.96,74.321,21.059,-654
30.016,74.322,21.059,-654
30.073,74.323,21.059,-654
30.129,74.324,21.059,-654
30.186,74.325,21.058,-654
30.243,74.326,21.058,-654
30.299,74.327,21.057,-654
30.356,74.328,21.057,-654
30.412,74.329,21.057,-655
30.469,74.329,21.056,-655
30.526,74.33,21.056,-655
30.583,74.331,21.055,-655
30.639,74.332,21.055,-655
30.696,74.333,21.055,-655
30.753,74.334,21.054,-655
30.81,74.335,21.054,-655
30.867,74.336,21.053,-655
30.925,74.337,21.053,-661
30.983,74.337,21.052,-661
31.041,74.338,21.051,-661
31.101,74.338,21.05,-661
31.16,74.339,21.049,-661
31.22,74.339,21.048,-661
31.279,74.34,21.047,-661
31.339,74.34,21.046,-654
31.398,74.341,21.046,-654
31.457,74.341,21.045,-654
31.516,74.341,21.044,-654
31.575,74.342,21.043,-654
31.635,74.342,21.042,-654
31.694,74.343,21.041,-654
31.753,74.343,21.04,-654
31.811,74.344,21.039,-659
31.868,74.345,21.039,-655
31.926,74.346,21.038,-655
31.983,74.347,21.038,-655
32.04,74.347,21.037,-655
32.097,74.348,21.037,-655
32.155,74.349,21.036,-655
32.211,74.348,21.036,-655
32.267,74.347,21.036,-655
32.323,74.346,21.036,-655
32.38,74.345,21.035,-655
32.437,74.344,21.035,-655
32.494,74.344,21.034,-651
32.552,74.343,21.034,-651
32.61,74.343,21.033,-651
32.67,74.343,21.032,-651
32.73,74.343,21.031,-647
32.789,74.343,21.03,-647
32.849,74.344,21.029,-652
32.909,74.344,21.028,-652
32.969,74.344,21.027,-652
33.026,74.345,21.027,-652
33.083,74.346,21.026,-652
33.14,74.347,21.026,-652
33.197,74.348,21.025,-652
33.254,74.349,21.025,-652
33.311,74.35,21.024,-652
33.368,74.351,21.024,-652
33.424,74.352,21.023,-652
33.481,74.352,21.023,-653
33.538,74.353,21.023,-653
33.595,74.354,21.022,-653
33.652,74.355,21.022,-653
33.709,74.356,21.021,-653
33.765,74.357,21.021,-653
33.821,74.358,21.021,-653
33.877,74.359,21.021,-653
33.933,74.36,21.021,-653
33.989,74.361,21.021,-653
34.046,74.362,21.02,-653
34.102,74.363,21.02,-653
34.158,74.364,21.02,-653
34.214,74.365,21.02,-653
34.271,74.366,21.02,-653
34.329,74.367,21.019,-653
34.389,74.367,21.018,-653
34.449,74.367,21.017,-653
34.509,74.367,21.016,-653
34.569,74.367,21.015,-651
34.629,74.367,21.014,-651
34.687,74.366,21.013,-651
34.743,74.365,21.013,-651
34.8,74.364,21.013,-651
34.856,74.363,21.012,-651
34.913,74.362,21.012,-651
34.969,74.361,21.012,-651
35.026,74.36,21.011,-651
35.082,74.359,21.011,-652
35.138,74.358,21.011,-652
35.194,74.357,21.011,-652
35.25,74.356,21.011,-652
35.306,74.355,21.011,-652
35.362,74.354,21.011,-652
35.419,74.353,21.011,-652
35.475,74.352,21.011,-652
35.531,74.351,21.011,-654
35.587,74.35,21.011,-654
35.643,74.349,21.011,-654
35.699,74.348,21.011,-654
35.755,74.347,21.011,-654
35.811,74.346,21.011,-654
35.867,74.345,21.011,-654
35.923,74.344,21.011,-654
35.979,74.343,21.011,-658
36.035,74.342,21.011,-658
36.092,74.341,21.011,-658
36.148,74.34,21.011,-658
36.204,74.339,21.011,-658
36.26,74.338,21.011,-658
36.316,74.337,21.011,-658
36.372,74.336,21.011,-658
36.428,74.335,21.011,-654
36.484,74.334,21.011,-654
36.54,74.333,21.011,-654
36.596,74.332,21.011,-654
36.652,74.331,21.011,-654
36.708,74.33,21.011,-654
36.764,74.329,21.011,-654
36.821,74.328,21.011,-652
36.877,74.327,21.011,-652
36.933,74.326,21.011,-652
36.989,74.325,21.011,-652
37.045,74.324,21.011,-652
37.101,74.323,21.011,-652
37.157,74.322,21.011,-652
37.213,74.321,21.011,-652
37.269,74.32,21.012,-648
37.325,74.319,21.012,-648
37.382,74.318,21.012,-648
37.438,74.317,21.012,-648
37.494,74.316,21.012,-648
37.55,74.315,21.012,-648
37.606,74.314,21.012,-648
37.662,74.313,21.012,-648
37.718,74.312,21.012,-646
37.774,74.311,21.012,-646
37.83,74.31,21.012,-646
37.886,74.309,21.012,-646
37.943,74.308,21.012,-646
37.999,74.307,21.012,-646
38.055,74.306,21.013,-646
38.111,74.305,21.013,-645
38.167,74.304,21.013,-645
38.223,74.303,21.013,-645
38.279,74.301,21.013,-645
38.335,74.3,21.013,-645
38.391,74.299,21.013,-645
38.448,74.298,21.013,-645
38.504,74.297,21.013,-645
38.56,74.296,21.013,-645
38.616,74.295,21.014,-645
38.674,74.295,21.014,-645
38.731,74.294,21.015,-645
38.788,74.293,21.015,-645
38.846,74.292,21.016,-651
38.903,74.291,21.016,-651
38.96,74.29,21.017,-651
39.017,74.29,21.017,-651
39.074,74.289,21.017,-654
39.13,74.287,21.017,-654
39.186,74.286,21.017,-654
39.242,74.285,21.017,-654
39.298,74.284,21.018,-654
39.354,74.283,21.018,-654
39.41,74.282,21.018,-654
39.466,74.281,21.018,-654
39.522,74.28,21.018,-654
39.578,74.279,21.018,-654
39.634,74.278,21.018,-654
39.69,74.277,21.018,-654
39.747,74.276,21.018,-654
39.803,74.275,21.017,-654
39.859,74.274,21.017,-654
39.915,74.273,21.017,-641
39.971,74.272,21.017,-641
40.027,74.271,21.017,-641
40.083,74.27,21.017,-641
40.139,74.269,21.017,-641
40.195,74.268,21.017,-641
40.251,74.267,21.017,-641
40.307,74.266,21.017,-641
40.364,74.265,21.017,-626
40.42,74.264,21.017,-626
40.476,74.263,21.017,-626
40.532,74.262,21.017,-626
40.589,74.261,21.017,-626
40.646,74.26,21.016,-626
40.705,74.26,21.017,-626
40.765,74.259,21.018,-626
40.824,74.259,21.019,-626
40.883,74.259,21.02,-626
40.942,74.258,21.02,-626
41.001,74.257,21.021,-610
41.06,74.257,21.022,-610
41.118,74.256,21.023,-610
41.177,74.256,21.024,-606
41.236,74.255,21.025,-606
41.295,74.254,21.025,-606
41.351,74.254,21.026,-606
41.408,74.253,21.026,-606
41.464,74.252,21.026,-606
41.521,74.251,21.027,-606
41.577,74.25,21.027,-589
41.634,74.249,21.027,-589
41.69,74.248,21.028,-589
41.747,74.247,21.028,-589
41.803,74.246,21.028,-589
41.859,74.245,21.028,-589
41.915,74.244,21.028,-589
41.971,74.243,21.028,-589
42.028,74.242,21.028,-569
42.084,74.241,21.028,-569
42.14,74.24,21.028,-569
42.196,74.239,21.029,-569
42.253,74.238,21.029,-569
42.31,74.237,21.029,-569
42.367,74.236,21.03,-569
42.426,74.237,21.031,-569
42.484,74.237,21.032,-552
42.542,74.238,21.032,-552
42.6,74.239,21.033,-552
42.658,74.24,21.034,-552
42.715,74.24,21.034,-552
42.775,74.241,21.035,-552
42.835,74.241,21.036,-552
42.895,74.241,21.037,-552
42.951,74.24,21.037,-552
43.009,74.24,21.037,-552
43.067,74.239,21.036,-552
43.125,74.238,21.035,-552
43.182,74.237,21.035,-552
43.24,74.236,21.034,-552
43.297,74.236,21.034,-552
43.353,74.235,21.033,-552
43.41,74.234,21.033,-503
43.468,74.235,21.034,-552
43.525,74.236,21.035,-552
43.583,74.237,21.035,-552
43.64,74.237,21.036,-552
43.699,74.238,21.037,-552
43.757,74.239,21.037,-552
43.816,74.239,21.038,-552
43.875,74.239,21.039,-533
43.933,74.239,21.039,-552
43.991,74.238,21.038,-552
44.049,74.237,21.038,-552
44.107,74.236,21.037,-552
44.164,74.236,21.036,-552
44.222,74.235,21.036,-552
44.279,74.234,21.036,-503
44.339,74.234,21.037,-503
44.396,74.234,21.037,-552
44.454,74.235,21.038,-552
44.513,74.236,21.039,-552
44.572,74.236,21.04,-533
44.631,74.237,21.041,-533
44.691,74.237,21.042,-533
44.748,74.236,21.041,-533
44.806,74.235,21.041,-533
44.864,74.234,21.04,-533
44.922,74.234,21.039,-485
44.978,74.233,21.039,-485
45.035,74.232,21.039,-503
45.091,74.231,21.038,-503
45.148,74.23,21.038,-503
45.207,74.23,21.039,-503
45.266,74.23,21.04,-485
45.323,74.231,21.04,-485
45.38,74.232,21.041,-485
45.438,74.233,21.041,-485
45.497,74.234,21.042,-485
45.556,74.234,21.043,-485
45.616,74.234,21.044,-485
45.673,74.233,21.044,-485
45.731,74.232,21.043,-485
45.789,74.232,21.042,-485
45.847,74.231,21.041,-485
45.904,74.23,21.041,-485
45.961,74.229,21.041,-485
46.018,74.228,21.041,-485
46.077,74.228,21.042,-485
46.134,74.229,21.042,-485
46.192,74.23,21.043,-485
46.25,74.231,21.044,-485
46.307,74.232,21.044,-485
46.365,74.232,21.045,-485
46.423,74.233,21.046,-485
46.481,74.234,21.046,-485
46.539,74.234,21.047,-533
46.596,74.234,21.047,-480
46.653,74.233,21.047,-480
46.71,74.232,21.047,-485
46.767,74.231,21.046,-485
46.824,74.23,21.046,-485
46.881,74.229,21.045,-485
46.938,74.228,21.045,-485
46.998,74.228,21.046,-485
47.057,74.228,21.047,-485
47.114,74.229,21.047,-480
47.17,74.23,21.047,-480
47.226,74.231,21.048,-480
47.283,74.232,21.048,-480
47.341,74.233,21.049,-480
47.4,74.233,21.05,-480
47.458,74.233,21.05,-480
47.514,74.232,21.05,-480
47.57,74.231,21.05,-480
47.626,74.23,21.049,-480
47.683,74.229,21.049,-480
47.739,74.228,21.049,-480
47.796,74.227,21.048,-480
47.853,74.226,21.048,-415
47.91,74.225,21.048,-415
47.969,74.225,21.049,-415
48.029,74.226,21.05,-415
48.085,74.227,21.05,-480
48.142,74.228,21.05,-480
48.198,74.229,21.05,-480
48.256,74.229,21.051,-480
48.314,74.23,21.052,-480
48.372,74.231,21.052,-480
48.429,74.232,21.053,-480
48.488,74.232,21.054,-480
48.547,74.233,21.055,-479
48.607,74.233,21.056,-479
48.665,74.232,21.056,-479
48.722,74.231,21.056,-479
48.778,74.23,21.056,-479
48.835,74.229,21.055,-479
48.892,74.229,21.055,-479
48.948,74.228,21.055,-479
49.004,74.227,21.055,-415
49.06,74.226,21.054,-415
49.116,74.224,21.054,-415
49.173,74.223,21.054,-415
49.23,74.223,21.055,-419
49.289,74.224,21.056,-419
49.346,74.225,21.056,-419
49.404,74.225,21.057,-419
49.464,74.226,21.058,-419
49.524,74.226,21.059,-419
49.584,74.226,21.06,-419
49.644,74.226,21.061,-419
49.704,74.226,21.062,-419
49.763,74.225,21.063,-398
49.823,74.225,21.062,-419
49.883,74.225,21.061,-419
49.943,74.225,21.06,-419
50.003,74.224,21.059,-419
50.063,74.224,21.058,-419
50.123,74.224,21.057,-419
50.18,74.223,21.057,-419
50.24,74.223,21.058,-419
50.3,74.223,21.059,-419
50.36,74.224,21.06,-419
50.419,74.224,21.061,-419
50.479,74.223,21.062,-419
50.537,74.223,21.063,-398
50.596,74.222,21.062,-419
50.657,74.222,21.061,-419
50.717,74.223,21.06,-419
50.776,74.223,21.059,-419
50.835,74.222,21.058,-419
50.893,74.221,21.057,-419
50.953,74.221,21.058,-419
51.013,74.222,21.059,-419
51.072,74.222,21.06,-419
51.132,74.222,21.061,-419
51.192,74.222,21.062,-419
51.251,74.221,21.062,-419
51.311,74.221,21.061,-419
51.371,74.221,21.06,-419
51.429,74.22,21.06,-419
51.487,74.22,21.06,-419
51.547,74.22,21.061,-419
51.607,74.22,21.062,-419
51.667,74.22,21.063,-398
51.724,74.219,21.064,-337
51.783,74.218,21.064,-337
51.843,74.219,21.063,-337
51.903,74.219,21.062,-366
51.963,74.218,21.061,-366
52.021,74.218,21.06,-366
52.08,74.217,21.061,-366
52.14,74.217,21.062,-366
52.201,74.217,21.063,-337
52.26,74.217,21.064,-337
52.317,74.216,21.064,-337
52.374,74.216,21.064,-337
52.434,74.216,21.063,-337
52.494,74.216,21.062,-366
52.554,74.216,21.061,-366
52.614,74.216,21.06,-366
52.673,74.215,21.059,-366
52.731,74.215,21.059,-366
52.788,74.214,21.058,-366
52.848,74.214,21.059,-366
52.908,74.214,21.06,-366
52.967,74.214,21.061,-366
53.027,74.214,21.062,-366
53.087,74.214,21.063,-337
53.147,74.214,21.064,-337
53.205,74.213,21.064,-337
53.265,74.213,21.063,-337
53.325,74.213,21.062,-366
53.385,74.213,21.061,-366
53.445,74.213,21.062,-366
